theme,count_x,indicator
TAX_WORLDMAMMALS_GOLDEN_MONKEYS,1,
TAX_FNCACT_LIGHTERMEN,1,
TAX_TERROR_GROUP_ITALIAN_RED_BRIGADES,1,
TAX_WORLDLANGUAGES_NAMBI,1,
TAX_WORLDBIRDS_GREY_PEACOCK_PHEASANT,1,
TAX_WORLDBIRDS_HUME_PHEASANT,1,
TAX_FNCACT_ARTILLERYMEN,1,
TAX_DISEASE_PURPURA,1,
TAX_ETHNICITY_COMORAN,1,
TAX_FNCACT_EXPRESIDENTS,1,
TAX_WORLDBIRDS_CHILEAN_FLAMINGOS,1,
TAX_DISEASE_HYPERGLYCEMIA,1,
TAX_WORLDFISH_CHANNEL_CATFISH,1,
TAX_WORLDBIRDS_REDTAILED_HAWK,1,
TAX_ETHNICITY_ARGENTINIANS,1,
TAX_DISEASE_BLOOD_POISONING,1,
TAX_WORLDMAMMALS_SPOTTED_HYENA,1,
TAX_POLITICAL_PARTY_SAM_RAINSY_PARTY,1,
TAX_WORLDLANGUAGES_MOGOLS,1,
TAX_WORLDREPTILES_LEATHERBACK_SEA_TURTLE,1,
TAX_DISEASE_JUNGLE_FLU,1,
TAX_FNCACT_TOXICOLOGIST,1,
TAX_WORLDLANGUAGES_MANGGARAI,1,
TAX_FNCACT_WORKMANS,1,
TAX_FNCACT_TECHNICAL_WRITER,1,
TAX_FNCACT_SEXOLOGIST,1,
TAX_DISEASE_PRIAPISM,1,
TAX_WORLDLANGUAGES_MANDALS,1,
TAX_AIDGROUPS_FOUNDATION_FOR_HUMAN_RIGHTS,1,HumanRights
TAX_WORLDLANGUAGES_LAMJUNG,1,
TAX_TERROR_GROUP_EAST_TURKESTAN_ISLAMIC_MOVEMENT,1,
TAX_WORLDFISH_SAND_TIGER,1,
TAX_WORLDFISH_SANDBAR_SHARKS,1,
TAX_FNCACT_INTERNIST,1,
TAX_FNCACT_TALENT_AGENT,1,
TAX_TERROR_GROUP_PEOPLE_LIBERATION_FORCE,1,
TAX_FNCACT_LANCE_CORPORALS,1,
TAX_WORLDLANGUAGES_MODAN,1,
TAX_DISEASE_PROSTATITIS,1,
TAX_DISEASE_HYPOTHYROIDISM,1,
MANMADE_DISASTER_AVIATION_INCIDENT,1,
TAX_WORLDLANGUAGES_DHANGAR,1,
TAX_FNCACT_AGRICULTURIST,1,
TAX_DISEASE_ALLIGATOR_SKIN,1,
TAX_ETHNICITY_SILESIAN,1,
TAX_TERROR_GROUP_PEOPLES_DEFENSE_FORCES,1,
TAX_RELIGION_ZIONIST_CHRISTIAN,1,
TAX_DISEASE_BASAL_CELL_CARCINOMA,1,
TAX_TERROR_GROUP_INDIAN_MUJAHIDEEN,1,
TAX_WORLDLANGUAGES_SHURO,1,
TAX_WORLDBIRDS_ANDEAN_EMERALD,1,
WB_1815_FUEL_TAXES,1,
TAX_DISEASE_HANTAVIRUS,1,
TAX_ETHNICITY_GAYO,1,
TAX_WORLDLANGUAGES_SQUAMISH,1,
TAX_FNCACT_1ST_LIEUTENANTS,1,
TAX_DISEASE_PSORIASIS,1,
TAX_WORLDLANGUAGES_CAYUGA,1,
WB_2409_COCREATION,1,
TAX_WORLDLANGUAGES_NOUNI,1,
TAX_DISEASE_POLYDIPSIA,1,
TAX_FNCACT_BUSINESSWOMEN,1,
TAX_RELIGION_ARMENIAN_CATHOLIC,1,
TAX_FNCACT_CERAMICISTS,1,
TAX_TERROR_GROUP_TANZIM,1,
TAX_WORLDBIRDS_COMMON_STARLINGS,1,
TAX_FNCACT_WOODCARVERS,1,
TAX_WORLDLANGUAGES_CHORU,1,
TAX_ETHNICITY_MOROS,1,
NATURAL_DISASTER_SNOWSTORMS,1,
MANMADE_DISASTER_NUCLEAR_ACCIDENT,1,
TAX_DISEASE_NEUROTOXICITY,1,
MANMADE_DISASTER_MIDAIR_COLLISION,1,
TAX_FNCACT_HEART_SURGEON,1,
TAX_DISEASE_ACUTE_PAIN,1,
TAX_FNCACT_FASHION_MODELS,1,
TAX_DISEASE_RICKETS,1,
TAX_DISEASE_BODY_DYSMORPHIA,1,
TAX_WORLDLANGUAGES_ARUNTA,1,
TAX_FNCACT_CZARINA,1,
TAX_RELIGION_COPTIC_CHRISTIANS,1,
TAX_DISEASE_CIGUATERA_POISONING,1,
TAX_ETHNICITY_COPTIC_CHRISTIANS,1,
TAX_FNCACT_COMMANDANTS,1,
TAX_ETHNICITY_BALOCHS,1,
TAX_DISEASE_RETINITIS,1,
TAX_FNCACT_RADIO_ASTRONOMER,1,
TAX_DISEASE_SEXUALLY_TRANSMITTED_DISEASE,1,
ECON_DEVELOPMENTORGS_FRENCH_DEVELOPMENT_AGENCY,1,
TAX_ETHNICITY_BEMBA,1,
TAX_DISEASE_QUADRIPLEGIA,1,
TAX_FNCACT_MASSEUSE,1,
TAX_WORLDLANGUAGES_BEMBA,1,
TAX_WORLDLANGUAGES_GOURO,1,
TAX_ETHNICITY_MANDE,1,
TAX_WORLDLANGUAGES_MANDE,1,
TAX_WORLDLANGUAGES_LEKON,1,
TAX_DISEASE_ACUTE_BRONCHITIS,1,
TAX_POLITICAL_PARTY_VIVANT,1,
TAX_DISEASE_BREAKTHROUGH_PAIN,1,
TAX_DISEASE_ANOREXIA_NERVOSA,1,
TAX_WORLDLANGUAGES_TAYING,1,
GOV_WARRANTLESS,1,
TAX_FNCACT_TASKMASTERS,1,
TAX_FNCACT_GUARD_OF_HONORS,1,
TAX_WORLDLANGUAGES_VLACH,1,
TAX_ETHNICITY_VLACH,1,
TAX_WORLDLANGUAGES_DIOULA,1,
TAX_DISEASE_PARKINSONISM,1,
TAX_WORLDBIRDS_AMERICAN_GOLDFINCH,1,
TAX_WORLDMAMMALS_MOUNTAIN_PYGMY_POSSUM,1,
TAX_DISEASE_LIVER_FAILURE,1,
TAX_WORLDLANGUAGES_IWERE,1,
TAX_WORLDMAMMALS_COUGARS,1,
TAX_WORLDMAMMALS_KOB,1,
TAX_WORLDLANGUAGES_FIJIANS,1,
TAX_ETHNICITY_FIJIANS,1,
TAX_WORLDMAMMALS_RUSTYSPOTTED_CAT,1,
TAX_WORLDLANGUAGES_IDOMA,1,
TAX_WORLDMAMMALS_RACCOON_DOGS,1,
TAX_FNCACT_RADIOGRAPHER,1,
TAX_WORLDMAMMALS_BUSH_DOGS,1,
TAX_WORLDLANGUAGES_BAHASA_MALAY,1,
TAX_WORLDLANGUAGES_SALISH,1,
TAX_WORLDLANGUAGES_CHINOOK_JARGON,1,
TAX_WORLDLANGUAGES_SANGU,1,
TAX_ETHNICITY_SALISH,1,
TAX_DISEASE_NEURASTHENIA,1,
TAX_WORLDREPTILES_WESTERN_HOGNOSE_SNAKE,1,
TAX_DISEASE_LOW_BACK_PAIN,1,
TAX_FNCACT_FUMIGATOR,1,
TAX_FNCACT_HARPIST,1,
TAX_WORLDMAMMALS_FISHING_CATS,1,
TAX_WORLDMAMMALS_MARBLED_CATS,1,
TAX_WORLDLANGUAGES_LALUNG,1,
TAX_WORLDLANGUAGES_TERRIS,1,
TAX_WORLDBIRDS_LITTLE_SPOTTED_KIWI,1,
TAX_WORLDBIRDS_BROWN_KIWI,1,
TAX_WORLDLANGUAGES_NOONE,1,
TAX_WORLDMAMMALS_RIVERINE_RABBIT,1,
TAX_DISEASE_ALZHEIMERS_DEMENTIA,1,
TAX_WORLDLANGUAGES_DHANWAR,1,
TAX_WORLDLANGUAGES_BIRNI,1,
TAX_DISEASE_PERTUSSIS,1,
WB_2808_EMPLOYMENT_PROTECTION,1,
TAX_ECON_FREETRADEAGREEMENTS_INVESTORSTATE_DISPUTE_SETTLEMENT,1,
TAX_WORLDLANGUAGES_KOLYA,1,
TAX_FNCACT_BASSOONIST,1,
TAX_RELIGION_QUAKERISM,1,
TAX_WORLDLANGUAGES_SHAMBALA,1,
TAX_FNCACT_COUNTERMAN,1,
TAX_WORLDLANGUAGES_LUANA,1,
TAX_DISEASE_FLATFOOT,1,
SOC_POINTSOFINTEREST_ARMED_FORCES_BASE,1,
TAX_ETHNICITY_ZANZIBARIS,1,
TAX_AIDGROUPS_SINGAPORE_RED_CROSS,1,
WB_1253_AGENT_BANKING,1,
TAX_ETHNICITY_FULA,1,
TAX_WORLDBIRDS_YELLOWEYED_PENGUINS,1,
TAX_WORLDLANGUAGES_SINTE,1,
TAX_WORLDLANGUAGES_ANDONIS,1,
TAX_FNCACT_DOG_CATCHERS,1,
TAX_WORLDBIRDS_CHAFFINCH,1,
TAX_ETHNICITY_NEWARS,1,
TAX_FNCACT_GANGER,1,
TAX_WORLDLANGUAGES_KASIM,1,
TAX_WORLDLANGUAGES_LAKHER,1,
TAX_WORLDLANGUAGES_BASARI,1,
TAX_WORLDLANGUAGES_KARTULI,1,
TAX_WORLDMAMMALS_WEST_INDIAN_MANATEE,1,
TAX_DISEASE_EYE_DISEASES,1,
TAX_DISEASE_CONGENITAL_HEART_DEFECTS,1,
TAX_WORLDLANGUAGES_BALEN,1,
TAX_FNCACT_VETERAN_SOLDIER,1,
TAX_WORLDLANGUAGES_NEWARI,1,
TAX_WORLDBIRDS_ORCHARD_ORIOLE,1,
TAX_WORLDLANGUAGES_SAMPANG,1,
TAX_WORLDLANGUAGES_MULIA,1,
TAX_WORLDLANGUAGES_PANGU,1,
TAX_FNCACT_GOLD_DIGGERS,1,
TAX_WORLDBIRDS_ACORN_WOODPECKER,1,
TAX_WORLDMAMMALS_WHITENOSED_COATI,1,
TAX_WORLDLANGUAGES_NIHAL,1,
TAX_WORLDLANGUAGES_AMAZONAS,1,
TAX_DISEASE_MYELOMA,1,
TAX_DISEASE_NEURODEVELOPMENTAL_DISORDERS,1,
TAX_FNCACT_TASKMASTER,1,
TAX_FNCACT_CHURCHMAN,1,
TAX_DISEASE_WARRELATED_INJURIES,1,
TAX_FNCACT_HIRERS,1,
MANMADE_DISASTER_SUSPICIOUS_SUBSTANCE,1,
TAX_WORLDLANGUAGES_CARPATHIAN,1,
WB_1007_PRESSURIZED_IRRIGATION,1,
TAX_FNCACT_LAW_ENFORCEMENT_AGENT,1,
TAX_POLITICAL_PARTY_DEMOCRATIC_PEOPLE_PARTY,1,
TAX_WORLDLANGUAGES_GODWA,1,
TAX_FNCACT_IRONMONGER,1,
TAX_FNCACT_COURT_CLERK,1,
TAX_WORLDBIRDS_HERRING_GULLS,1,
TAX_FNCACT_COWHAND,1,
TAX_TERROR_GROUP_NATIONAL_LIBERATION_FORCE,1,
TAX_FNCACT_FINANCE_DIRECTORS,1,
TAX_DISEASE_HYPOKALEMIA,1,
TAX_ETHNICITY_SONGHAI,1,
TAX_WORLDLANGUAGES_ARBORS,1,
WB_2579_MUTUAL_RECOGNITION_AGREEMENTS,1,
TAX_DISEASE_LACTOSE_INTOLERANCE,1,
ECON_CUTOUTLOOK,1,
TAX_FNCACT_TRAVELLING_SALESMAN,1,
TAX_DISEASE_WATERBORNE_DISEASE,1,
TAX_WORLDLANGUAGES_KAMSE,1,
TAX_DISEASE_HYPEREMIA,1,
WB_1526_TEACHER_CAREERS,1,
TAX_POLITICAL_PARTY_SOLIDARITY_PARTY,1,
TAX_RELIGION_GEORGIAN_ORTHODOX,1,
TAX_FNCACT_BONDSMEN,1,
TAX_WORLDMAMMALS_MARINE_OTTER,1,
TAX_POLITICAL_PARTY_ALL_INDIA_FORWARD_BLOC,1,
TAX_FNCACT_VIZIERS,1,
TAX_WORLDLANGUAGES_SAULTEAUX,1,
TAX_WORLDINSECTS_BLACK_CARPENTER_ANT,1,
TAX_WORLDMAMMALS_WHITE_TAILED_DEER,1,
TAX_DISEASE_STRESS_DISORDERS,1,
TAX_WORLDLANGUAGES_PITT_RIVERS,1,
TAX_WORLDLANGUAGES_KALAPALO,1,
TAX_WORLDFISH_ZEBRA_SHARK,1,
TAX_WORLDINSECTS_BLACK_CARPENTER_ANTS,1,
TAX_RELIGION_ETHIOPIAN_ORTHODOX_CHURCHES,1,
TAX_RELIGION_ETHIOPIAN_ORTHODOX_CHURCH,1,
TAX_WORLDLANGUAGES_BANGWA,1,
TAX_DISEASE_PAEDOPHILIA,1,
TAX_WORLDLANGUAGES_KABANA,1,
TAX_WORLDBIRDS_RUFFED_GROUSE,1,
TAX_WORLDLANGUAGES_JABBA,1,
TAX_WORLDLANGUAGES_MARAGUA,1,
TAX_WORLDBIRDS_EASTERN_KINGBIRDS,1,
TAX_WORLDLANGUAGES_MAGHA,1,
TAX_DISEASE_BUNION,1,
TAX_WORLDBIRDS_FLAMECOLORED_TANAGERS,1,
TAX_DISEASE_CONSCIOUSNESS_DISORDERS,1,
TAX_WORLDLANGUAGES_TAKIA,1,
TAX_ECON_FREETRADEAGREEMENTS_TRANS_PACIFIC_PARTNERSHIP,1,
TAX_DISEASE_CEREBROVASCULAR_ACCIDENT,1,
TAX_WORLDLANGUAGES_PANGAN,1,
TAX_FNCACT_SHIFT_BOSS,1,
TAX_WORLDLANGUAGES_DJERBA,1,
TAX_DISEASE_OSSIFICATION,1,
TAX_WORLDLANGUAGES_GORKHALI,1,
TAX_WORLDLANGUAGES_METAN,1,
TAX_WORLDBIRDS_FLAMECOLORED_TANAGER,1,
TAX_WORLDLANGUAGES_BACHE,1,
TAX_WORLDLANGUAGES_CHAMAR,1,
TAX_WORLDBIRDS_WESTERN_TANAGERS,1,
TAX_WORLDBIRDS_RESPLENDENT_QUETZALS,1,
TAX_WORLDBIRDS_HOUSE_WRENS,1,
TAX_WORLDLANGUAGES_PAMONA,1,
TAX_WORLDFISH_BICHIR,1,
TAX_WORLDLANGUAGES_ORRIN,1,
TAX_FNCACT_LEGISLATIVE_DIRECTOR,1,
TAX_ETHNICITY_NUNG,1,
TAX_FNCACT_BORDER_PATROL_AGENT,1,
TAX_WORLDLANGUAGES_TUMARA,1,
TAX_DISEASE_HODGKIN_LYMPHOMA,1,
TAX_FNCACT_REVERENDS,1,
TAX_WORLDBIRDS_RUFFS,1,
TAX_DISEASE_MICROCEPHALY,1,
WB_1778_FRESHWATER_ECOSYSTEMS,1,
TAX_DISEASE_EAR_INFECTION,1,
TAX_FNCACT_EDITORIAL_ASSISTANT,1,
TAX_POLITICAL_PARTY_PARTY_OF_NATIONAL_UNITY,1,
TAX_WORLDLANGUAGES_VENETIANS,1,
TAX_WORLDLANGUAGES_MOSCA,1,
TAX_ETHNICITY_BAMILEKE,1,
TAX_ETHNICITY_WELSHES,1,
TAX_ETHNICITY_DAMARA,1,
TAX_WORLDLANGUAGES_MEYAH,1,
NATURAL_DISASTER_WIND_STORM,1,
TAX_WORLDLANGUAGES_PAURI,1,
DISCRIMINATION_IMMIGRATION_ULTRA_NATIONALIST,1,
TAX_WORLDBIRDS_GOLDENBREASTED_FULVETTA,1,
TAX_FNCACT_MANIPULATOR,1,
TAX_DISEASE_CARCINOGENESIS,1,
TAX_FNCACT_MARTIAL_ARTS_INSTRUCTOR,1,
TAX_WORLDLANGUAGES_CHINESE_SHAN,1,
TAX_WORLDLANGUAGES_NYIMA,1,
TAX_WORLDBIRDS_VERDITER_FLYCATCHER,1,
TAX_WEAPONS_IMPROVISED_WEAPONS,1,
TAX_WORLDLANGUAGES_KABBA,1,
ECON_WORLDCURRENCIES_CAMBODIAN_RIEL,1,
TAX_WORLDBIRDS_COLLARED_OWLET,1,
TAX_WORLDLANGUAGES_KOSSA,1,
TAX_WEAPONS_STUN_GRENADE,1,
TAX_WORLDLANGUAGES_KAMORO,1,
TAX_WORLDLANGUAGES_AMUNGME,1,
TAX_WORLDINSECTS_HONEY_BEES,1,
TAX_WORLDLANGUAGES_OIRATS,1,
TAX_WORLDLANGUAGES_AP_MAS,1,
TAX_WORLDLANGUAGES_MAND,1,
TAX_TERROR_GROUP_JEMAAH_ISLAMIYAH,1,
TAX_ETHNICITY_MAND,1,
TAX_AIDGROUPS_INTERNATIONAL_RELIEF_TEAMS,1,
TAX_WORLDLANGUAGES_MASALE,1,
WB_194_AGRICULTURAL_SUPPLY_CHAIN,1,
TAX_DISEASE_BACK_INJURIES,1,
TAX_WORLDBIRDS_MALIA,1,
TAX_WORLDLANGUAGES_SUMBAWA,1,
TAX_AIDGROUPS_ETHIOPIAN_COMMUNITY_DEVELOPMENT_COUNCIL,1,
TAX_WORLDFISH_BARRAMUNDI,1,
TAX_WORLDFISH_PIKE_CONGER,1,
TAX_ETHNICITY_ACADIAN,1,
TAX_AIDGROUPS_SPANISH_RED_CROSS,1,
TAX_DISEASE_VIRAL_FEVER,1,
TAX_WORLDLANGUAGES_ACADIAN,1,
TAX_WORLDBIRDS_SCARLET_MINIVET,1,
TAX_FNCACT_NIGHT_WATCHMEN,1,
TAX_TERROR_GROUP_SOLDIERS_OF_THE_CALIPHATE,1,
TAX_FNCACT_MEDICINE_MAN,1,
TAX_WORLDLANGUAGES_MOLDAVIAN,1,
TAX_ETHNICITY_MOLDAVIAN,1,
TAX_WORLDREPTILES_FLORIDA_SOFTSHELL,1,
NATURAL_DISASTER_OVERFLOWING_ITS_BANKS,1,
TAX_RELIGION_ANABAPTIST,1,
TAX_FNCACT_GOLDBEATERS,1,
TAX_WORLDFISH_YELLOWFIN_TUNA,1,
TAX_FNCACT_VINTNER,1,
TAX_FNCACT_REPAIRMEN,1,
TAX_WORLDMAMMALS_TOPIS,1,
TAX_DISEASE_STREP_THROAT,1,
TAX_WORLDLANGUAGES_CHUTIYAS,1,
NATURAL_DISASTER_DAM_FAILURE,1,
TAX_WORLDFISH_NURSE_SHARKS,1,
TAX_WORLDBIRDS_WEDGETAILED_SHEARWATERS,1,
TAX_WORLDREPTILES_MEDITERRANEAN_GECKOS,1,
MANMADE_DISASTER_DAM_FAILURE,1,
TAX_FNCACT_MANSERVANT,1,
TAX_DISEASE_ANOSMIA,1,
WB_2475_ELECTORAL_SUPPORT_AND_MONITORING,1,
TAX_TERROR_GROUP_MOZAMBIQUE_LIBERATION_FRONT,1,
TAX_TERROR_GROUP_PEOPLE_MOVEMENT_FOR_THE_LIBERATION,1,
ECON_WORLDCURRENCIES_SAUDI_RIYALS,1,
TAX_FNCACT_DELIVERY_MAN,1,
TAX_WORLDBIRDS_GOULD_SUNBIRD,1,
WB_1544_CONSTRUCTION_AND_REHABILITATION_OF_SCHOOLS,1,Schooling
TAX_ETHNICITY_ASHKENAZI_JEWS,1,
TAX_RELIGION_ASHKENAZI_JEWS,1,
TAX_DISEASE_ACUTE_PULMONARY_EDEMA,1,
TAX_WORLDLANGUAGES_MAKOA,1,
TAX_TERROR_GROUP_FREE_SYRIAN_ARMY,1,
TAX_ETHNICITY_SEYCHELLOIS,1,
TAX_WORLDLANGUAGES_TIMAP,1,
TAX_FNCACT_GOLDDIGGER,1,
TAX_FNCACT_MINISTER_PLENIPOTENTIARY,1,
TAX_DISEASE_ADENOCARCINOMA,1,
TAX_TERROR_GROUP_RED_HACKER,1,
TAX_AIDGROUPS_RELIEF_INTERNATIONAL,1,
TAX_WORLDFISH_BIGSCALE,1,
TAX_DISEASE_MORNING_SICKNESS,1,
TAX_DISEASE_E_COLI,1,
TAX_WORLDLANGUAGES_DAI_LE,1,
TAX_FNCACT_ARRANGERS,1,
MANMADE_DISASTER_MINING_DISASTER,1,
TAX_WORLDMAMMALS_AMERICAN_MINK,1,
WB_3011_SUPPORTING_SERVICES,1,
TAX_POLITICAL_PARTY_NEW_PATRIOTIC_PARTY,1,
TAX_TERROR_GROUP_NEW_PATRIOTIC_PARTY,1,
TAX_WORLDLANGUAGES_MONGI,1,
TAX_TERROR_GROUP_BAJRANG_DAL,1,
TAX_RELIGION_MORMON_CHURCH,1,
TAX_WORLDLANGUAGES_BUNDI,1,
TAX_FNCACT_PARALEGAL,1,
TAX_FNCACT_RETAIL_CLERK,1,
TAX_WORLDINSECTS_COTTON_HARLEQUIN_BUGS,1,
TAX_ETHNICITY_CHUUKESE,1,
TAX_AGRICULHARMINSECTS_COTTON_HARLEQUIN_BUGS,1,
TAX_FNCACT_FARMHANDS,1,
WB_156_GROUNDWATER_MANAGEMENT,1,
TAX_WORLDLANGUAGES_NKUTU,1,
TAX_WORLDLANGUAGES_AGER,1,
TAX_WORLDLANGUAGES_SAN_CHAY,1,
TAX_POLITICAL_PARTY_MARUMALARCHI_DRAVIDA_MUNNETRA_KAZHAGAM,1,
HUMAN_RIGHTS_ABUSES_WATERBOARDING,1,HumanRights
TAX_TERROR_GROUP_ANTIBALAKA_MILITIAS,1,
WB_1602_RETURNING_MIGRANTS,1,
WB_2965_TOXIC_POLLUTION,1,
TAX_TERROR_GROUP_HELLS_ANGELS,1,
TAX_ETHNICITY_LUMAD,1,
TAX_WORLDLANGUAGES_MANYA,1,
TAX_WEAPONS_SUICIDE_VESTS,1,
TAX_FNCACT_GAMEKEEPER,1,
MANMADE_DISASTER_STRICKEN_SHIP,1,
TAX_ETHNICITY_ALEUT,1,
TAX_FNCACT_LAW_CLERK,1,
TAX_TERROR_GROUP_REVOLUTIONARY_ARMIES,1,
TAX_WORLDBIRDS_COMMON_QUAIL,1,
WB_1106_MACROECONOMIC_PERFORMANCE,1,
TAX_DISEASE_SCORPION_STINGS,1,
TAX_DISEASE_HYPOTENSION,1,
TAX_DISEASE_PORPHYRIA,1,
TAX_WORLDMAMMALS_WALLAROO,1,
TAX_WORLDLANGUAGES_NATCHEZ,1,
TAX_WORLDLANGUAGES_QUECHAN,1,
TAX_WORLDBIRDS_OLIVEBACKED_SUNBIRD,1,
ECON_WORLDCURRENCIES_BRITISH_POUNDS,1,
TAX_WORLDLANGUAGES_WARUNA,1,
TAX_DISEASE_DYSPEPSIA,1,
TAX_WORLDFISH_GHOULISHNESS,1,
TAX_RELIGION_SHINTOISM,1,
TAX_WORLDLANGUAGES_ADLAI,1,
TAX_RELIGION_AFRICAN_DIASPORIC,1,
TAX_WORLDLANGUAGES_SARPO,1,
TAX_WORLDLANGUAGES_KOHLIS,1,
TAX_TERROR_GROUP_ISLAMIC_FRONT,1,
TAX_RELIGION_CONFUCIANISTS,1,
NATURAL_DISASTER_PYROCLASTIC,1,
TAX_ETHNICITY_TAOISTS,1,
TAX_RELIGION_TAOISTS,1,
TAX_WORLDLANGUAGES_GURMUKHI,1,
TAX_AIDGROUPS_ACTIONAID,1,
TAX_WORLDLANGUAGES_ALEUT,1,
TAX_WORLDMAMMALS_WESTERN_GORILLA,1,
TAX_ETHNICITY_LINGALA,1,
TAX_FNCACT_WHORES,1,
TAX_DISEASE_BELL_PALSY,1,
TAX_WORLDFISH_PARADISE_FISH,1,
TAX_DISEASE_CLOSED_ANGLE_GLAUCOMA,1,
TAX_WORLDLANGUAGES_NAKHI,1,
TAX_ETHNICITY_NAKHI,1,
TAX_FNCACT_SPINSTER,1,
TAX_WORLDLANGUAGES_BINJI,1,
TAX_WORLDMAMMALS_MUSKRAT,1,
TAX_WORLDLANGUAGES_LINGALA,1,
WB_1592_FAMILY_ALLOWANCE,1,
TAX_TERROR_GROUP_ANTIBALAKA,1,
TAX_WORLDLANGUAGES_HOCHE,1,
TAX_WORLDLANGUAGES_BURMESES,1,
TAX_AIDGROUPS_SOS_CHILDREN_VILLAGES,1,
TAX_AIDGROUPS_SOS_CHILDREN_VILLAGES_INTERNATIONAL,1,
TAX_WORLDMAMMALS_NORTH_ATLANTIC_RIGHT_WHALES,1,
TAX_WORLDCRUSTACEANS_COPEPODS,1,
TAX_WORLDLANGUAGES_MANDAN,1,
TAX_WORLDLANGUAGES_SENARI,1,
TAX_WORLDLANGUAGES_MOHAVE,1,
TAX_WORLDARACHNIDS_ORBWEAVER,1,
TAX_WORLDBIRDS_PEREGRINE_FALCONS,1,
WB_2390_TELEVISION_BROADCASTING,1,
TAX_WORLDLANGUAGES_JIDDU,1,
TAX_WORLDLANGUAGES_BATOK,1,
TAX_WORLDLANGUAGES_DEURI,1,
TAX_ETHNICITY_BODOS,1,
TAX_FNCACT_COURT_REPORTER,1,
TAX_WORLDLANGUAGES_PASAN,1,
WB_605_WILDLIFE_RESOURCES,1,
TAX_WORLDLANGUAGES_ASURA,1,
TAX_WORLDLANGUAGES_MUNDAS,1,
TAX_ETHNICITY_MUNDAS,1,
TAX_WORLDLANGUAGES_YANKUNYTJATJARA,1,
TAX_WORLDLANGUAGES_JINJA,1,
TAX_WORLDLANGUAGES_YAKAN,1,
TAX_WORLDLANGUAGES_WARLPIRI,1,
TAX_DISEASE_HAEMOPHILIA,1,
TAX_WORLDFISH_BAMBOO_SHARKS,1,
TAX_FNCACT_COVER_GIRL,1,
TAX_DISEASE_AMBLYOPIA,1,
TAX_FNCACT_MILITARY_VOLUNTEER,1,
TAX_RELIGION_CONGREGATIONALISTS,1,
TAX_WORLDLANGUAGES_CHEROKEES,1,
TAX_ETHNICITY_CHEROKEES,1,
TAX_WORLDREPTILES_WESTERN_FOX_SNAKE,1,
TAX_DISEASE_MUSCLE_ATROPHY,1,
TAX_FNCACT_FOREMEN,1,
TAX_WORLDLANGUAGES_BRITISH_SIGN_LANGUAGE,1,
TAX_WORLDFISH_SWEEPERS,1,
TAX_FNCACT_PARTY_MAN,1,
TAX_RELIGION_MONOTHEISTS,1,
WB_1580_ON_THE_JOB_TRAINING,1,
TAX_WORLDLANGUAGES_MEHRI,1,
TAX_WORLDLANGUAGES_MIYAKO,1,
TAX_WORLDBIRDS_WATERFOWLS,1,
TAX_WORLDBIRDS_SARUS_CRANES,1,
TAX_MILITARY_TITLE_FLIGHT_SERGEANT,1,
TAX_ETHNICITY_AUSTRONESIAN,1,
TAX_FNCACT_STREET_SWEEPERS,1,
TAX_TERROR_GROUP_LORD_RESISTANCE_ARMY,1,
TAX_WORLDLANGUAGES_NANDE,1,
TAX_WORLDLANGUAGES_KIKONGO,1,
TAX_FNCACT_PARK_RANGER,1,
TAX_FNCACT_FLIGHT_SERGEANT,1,
WB_1591_CHILD_ALLOWANCE,1,
TAX_WORLDMAMMALS_WEST_INDIAN_MANATEES,1,
TAX_WORLDFISH_GUNWALE,1,
TAX_WORLDBIRDS_SNOWY_EGRETS,1,
TAX_DISEASE_PARATYPHOID,1,
WB_2605_SUPPLY_CHAIN_ANALYSIS,1,
ECON_DEVELOPMENTORGS_AFRICAN_DEVELOPMENT_BANK,1,
TAX_WORLDMAMMALS_RINGED_SEAL,1,
TAX_WORLDLANGUAGES_BHARATS,1,
TAX_WORLDMAMMALS_INDIAN_RHINOCEROSES,1,
TAX_WORLDMAMMALS_JACKRABBITS,1,
TAX_RELIGION_AHMADIYYA_MUSLIM_COMMUNITY,1,
TAX_TERROR_GROUP_ARMED_FORCES_REVOLUTIONARY_COUNCIL,1,
TAX_TERROR_GROUP_COMMUNIST_PARTY_OF_GERMANY,1,
WB_2515_HUMAN_RIGHTS_ALLIANCES,1,HumanRights
DISCRIMINATION_LGBT_QUEERPHOBIC,1,
TAX_WORLDLANGUAGES_VERRES,1,
TAX_WORLDMAMMALS_SEA_OTTERS,1,
TAX_DISEASE_EYE_INFECTION,1,
TAX_WORLDMAMMALS_HARBOR_SEALS,1,
TAX_WORLDLANGUAGES_COPPER_RIVER,1,
TAX_WORLDMAMMALS_MULE_DEER,1,
TAX_WORLDBIRDS_BLUE_JAYS,1,
TAX_FNCACT_NURSE_AIDE,1,
WB_313_INTEGRITY_AND_ANTI_CORRUPTION,1,
WB_2072_STOLEN_ASSETS,1,
TAX_WORLDLANGUAGES_BARELA,1,
WB_726_ADMINISTRATIVE_DECENTRALIZATION,1,
TAX_FNCACT_TYPOGRAPHER,1,
WB_1151_MULTI_DIMENSIONAL_POVERTY,1,
TAX_WORLDBIRDS_BLUE_JAY,1,
WB_1909_SECURED_TRANSACTIONS_LAW,1,
TAX_WORLDLANGUAGES_MALANGS,1,
TAX_WORLDLANGUAGES_SIKKA,1,
TAX_WORLDBIRDS_BLACKTAILED_GODWIT,1,
