theme,count,indicator
TAX_TERROR_GROUP_HYNNIEWTREP_NATIONAL_LIBERATION_COUNCIL,2,
TAX_WORLDLANGUAGES_PANKA,2,
TAX_TERROR_GROUP_MUSLIM_UNITED_LIBERATION_FRONT_OF,2,
TAX_WORLDLANGUAGES_KURMANJI,2,
TAX_TERROR_GROUP_REAL_IRISH_REPUBLICAN_ARMY,2,
TAX_ETHNICITY_KOMA,2,
TAX_FNCACT_OIL_BARONS,2,
TAX_WORLDLANGUAGES_SAMYA,2,
TAX_FNCACT_SIGN_PAINTER,2,
TAX_FNCACT_INTERNIST,2,
TAX_WORLDLANGUAGES_RESH,2,
TAX_TERROR_GROUP_KATAIB_HIZBALLAH,2,
TAX_WORLDLANGUAGES_MAH_MERI,2,
TAX_WORLDMAMMALS_SHORTRIDGE_LANGURS,2,
WB_1718_URBAN_SANITATION,2,
TAX_TERROR_GROUP_EGYPTIAN_ISLAMIC_JIHAD,2,
TAX_WORLDFISH_FROGFISH,2,
TAX_WORLDINSECTS_BROWN_PLANTHOPPERS,2,
TAX_AGRICULHARMINSECTS_BROWN_PLANTHOPPERS,2,
TAX_WORLDMAMMALS_RICEFIELD_RAT,2,
TAX_AIDGROUPS_THE_HUMANITARIAN_FORUM,2,
WB_2957_EMINENT_DOMAIN,2,
TAX_DISEASE_BLACK_WATER_FEVER,2,
TAX_WORLDLANGUAGES_BIRHOR,2,
TAX_FNCACT_SENIOR_VICE_PRESIDENTS,2,
MANMADE_DISASTER_BURST_PIPE,2,
TAX_WORLDLANGUAGES_HALBI,2,
TAX_WORLDLANGUAGES_KORWA,2,
WB_834_GOVERNANCE_INDICATORS,2,
TAX_FNCACT_UPHOLSTERER,2,
TAX_FNCACT_AIR_HOSTESSES,2,
TAX_DISEASE_JOINT_INSTABILITY,2,
TAX_DISEASE_LIMB_DEFORMITIES,2,
TAX_FNCACT_STAGE_DIRECTOR,2,
TAX_WORLDLANGUAGES_PAUMA,2,
TAX_FNCACT_COMPANY_MAN,2,
TAX_WORLDLANGUAGES_MAHLE,2,
ECON_WORLDCURRENCIES_SHILL,2,
TAX_WORLDFISH_TREVALLY,2,
TAX_FNCACT_CHAMBERMAID,2,
DISCRIMINATION_IMMIGRATION_XENOPHOBE,2,
TAX_DISEASE_PLEURAL_EFFUSION,2,
TAX_ETHNICITY_HIMACHALI,2,
TAX_ETHNICITY_MEEN,2,
TAX_WORLDLANGUAGES_NANDU,2,
TAX_WORLDMAMMALS_HUMANNESS,2,
TAX_RELIGION_SALAFISTS,2,
TAX_WORLDLANGUAGES_PALATAS,2,
TAX_WORLDLANGUAGES_NGO_CHANG,2,
TAX_WORLDLANGUAGES_KENGE,2,
TAX_FNCACT_RENOVATOR,2,
TAX_WORLDFISH_WALLAGO,2,
TAX_FNCACT_CABIN_BOY,2,
TAX_TERROR_GROUP_DEMOCRATIC_KAREN_BUDDHIST_ASSOCIATION,2,
TAX_WORLDLANGUAGES_SIZANG,2,
TAX_WORLDLANGUAGES_HARERS,2,
TAX_WORLDLANGUAGES_GARHWALI,2,
TAX_WORLDLANGUAGES_PHUTAI,2,
TAX_WORLDFISH_BULL_SHARKS,2,
TAX_WORLDMAMMALS_PYGMY_TARSIER,2,
ECON_DEVELOPMENTORGS_UNITED_NATIONS_ENVIRONMENT_PROGRAM,2,
TAX_FNCACT_WOODCUTTER,2,
TAX_WORLDLANGUAGES_ZENANG,2,
TAX_POLITICAL_PARTY_ALL_INDIA_ANNA_DRAVIDA_MUNNETRA,2,
TAX_FNCACT_PARTTIMER,2,
WB_1578_SECOND_CHANCE_EDUCATION,2,Schooling
TAX_WORLDLANGUAGES_MOYONS,2,
TAX_WORLDLANGUAGES_LAWOI,2,
TAX_WORLDLANGUAGES_SENTANI,2,
TAX_FNCACT_SALESPERSONS,2,
TAX_WORLDMAMMALS_CUBAN_SOLENODON,2,
TAX_WORLDMAMMALS_ASIAN_BLACK_BEAR,2,
TAX_WORLDMAMMALS_INDIAN_FLYING_FOX,2,
TAX_WORLDLANGUAGES_MEITHEIS,2,
TAX_WORLDFISH_WHITEBAIT,2,
TAX_ETHNICITY_XIBE,2,
TAX_WORLDFISH_CROAKERS,2,
TAX_WORLDLANGUAGES_CHURI,2,
TAX_DISEASE_CARDIOMYOPATHY,2,
TAX_ETHNICITY_ABORIGINAL_AUSTRALIANS,2,
TAX_WORLDLANGUAGES_KOOTENAI,2,
TAX_AIDGROUPS_JUSTICE_FOR_PEACE_FOUNDATION,2,
TAX_WORLDREPTILES_DESERT_TORTOISE,2,
TAX_DISEASE_TAKOTSUBO_CARDIOMYOPATHY,2,
TAX_RELIGION_APOSTOLIC_CHURCHES,2,
TAX_TERROR_GROUP_RED_BRIGADES,2,
TAX_FNCACT_SUBMARINERS,2,
TAX_WORLDLANGUAGES_NEGRITO,2,
TAX_WORLDLANGUAGES_ORAS,2,
TAX_WORLDLANGUAGES_PA_OH,2,
TAX_FNCACT_PRESIDING_OFFICERS,2,
TAX_FNCACT_FRONTBENCHERS,2,
MANMADE_DISASTER_COLLAPSED_BRIDGE,2,
TAX_WORLDLANGUAGES_MARINOS,2,
TAX_WORLDLANGUAGES_CIRCASSIANS,2,
TAX_RELIGION_ANGLICANISM,2,
TAX_WORLDMAMMALS_DELACOUR_LANGURS,2,
WB_156_GROUNDWATER_MANAGEMENT,2,
TAX_WORLDFISH_BLUEFISH,2,
TAX_WORLDLANGUAGES_AGER,2,
TAX_WORLDLANGUAGES_ABYSSINIANS,2,
TAX_WORLDLANGUAGES_MENY,2,
TAX_WORLDLANGUAGES_SAMBALS,2,
TAX_WORLDLANGUAGES_BINDIS,2,
TAX_DISEASE_WILLIAMS_SYNDROME,2,
TAX_TERROR_GROUP_WEATHER_UNDERGROUND,2,
TAX_DISEASE_IMMUNE_SUPPRESSION,2,
TAX_WORLDLANGUAGES_LEPCHA,2,
TAX_DISEASE_TINEA,2,
TAX_WORLDFISH_RATFISH,2,
TAX_FNCACT_GRAVEDIGGERS,2,
TAX_WORLDLANGUAGES_SAPEI,2,
TAX_WORLDLANGUAGES_TUVAN,2,
TAX_WORLDLANGUAGES_FLINDERS_ISLAND,2,
TAX_FNCACT_PREFECTS,2,
TAX_FNCACT_MERCHANDISER,2,
TAX_DISEASE_NEUROMUSCULAR_DISEASE,2,
TAX_FNCACT_STENOGRAPHER,2,
TAX_FNCACT_PETROLEUM_ENGINEER,2,
TAX_TERROR_GROUP_GARO_NATIONAL_LIBERATION_ARMY,2,
TAX_WORLDLANGUAGES_KARKO,2,
TAX_FNCACT_PUNTER,2,
WB_1790_INTERNATIONAL_WATERWAYS,2,
TAX_WORLDFISH_PINK_SALMON,2,
TAX_DISEASE_SWINE_INFLUENZA,2,
TAX_FNCACT_CHIEF_DATA_OFFICER,2,
TAX_AIDGROUPS_UNITED_NATIONS_CAPITAL_DEVELOPMENT_FUND,2,
TAX_FNCACT_BONDSMEN,2,
TAX_DISEASE_HYPERPIGMENTATION,2,
TAX_FNCACT_CONSULS,2,
TAX_POLITICAL_PARTY_BIJU_JANATA_DAL,2,
TAX_FNCACT_FARMHANDS,2,
TAX_WORLDBIRDS_SAGE_GROUSE,2,
TAX_DISEASE_DYSMENORRHEA,2,
TAX_WORLDLANGUAGES_ASAKE,2,
TAX_WORLDLANGUAGES_ARUNTA,2,
TAX_WORLDLANGUAGES_CHIRU,2,
WB_2605_SUPPLY_CHAIN_ANALYSIS,2,
TAX_FNCACT_TOILER,2,
TAX_WORLDLANGUAGES_FRANKISH,2,
TAX_WORLDLANGUAGES_TETELAS,2,
WB_1244_DISCLOSURE_OF_INFORMATION,2,FreeSpeech
TAX_WORLDBIRDS_GREEN_MANGOS,2,
ECON_DEVELOPMENTORGS_MULTILATERAL_INVESTMENT_GUARANTEE_AGENCY,2,
TAX_ETHNICITY_BUSHMEN,2,
TAX_WORLDLANGUAGES_KEAKA,2,
TAX_TERROR_GROUP_ABU_HASSAN,2,
TAX_WORLDFISH_BIGSCALE,2,
TAX_FNCACT_GATE_KEEPER,2,
TAX_WEAPONS_TEAR_GASSED,2,
TAX_FNCACT_PERSONAL_CHEF,2,
TAX_WORLDLANGUAGES_WASSA,2,
TAX_DISEASE_INTESTINAL_DISEASES,2,
TAX_FNCACT_CULTURAL_ANTHROPOLOGIST,2,
TAX_ETHNICITY_KISII,2,
TAX_WORLDLANGUAGES_EAST_CHOISEUL,2,
TAX_WORLDLANGUAGES_KISII,2,
TAX_POLITICAL_PARTY_SRI_LANKA_FREEDOM_PARTY,2,
DISCRIMINATION_IMMIGRATION_AGAINST_IMMIGRANTS,2,
TAX_WORLDINSECTS_FIRE_ANTS,2,
TAX_DISEASE_ICHTHYOSIS_VULGARIS,2,
TAX_RELIGION_AHMADIYYAS,2,
TAX_FNCACT_JOBHOLDER,2,
TAX_FNCACT_FRANCHISER,2,
WB_2362_COMMUNITY_MAPPING,2,
TAX_POLITICAL_PARTY_GOLKAR_PARTY,2,
TAX_WORLDBIRDS_BROWN_PELICAN,2,
TAX_FNCACT_EXPLORATION_GEOLOGIST,2,
TAX_WORLDMAMMALS_FISHING_CATS,2,
TAX_FNCACT_DELIVERY_BOY,2,
WB_1579_REMEDIAL_EDUCATION,2,Schooling
TAX_WORLDLANGUAGES_REEF_ISLAND,2,
TAX_FNCACT_HOUSE_SERVANTS,2,
TAX_WORLDLANGUAGES_BARBA,2,
TAX_WORLDLANGUAGES_MINYA,2,
TAX_WORLDLANGUAGES_PAHARI,2,
TAX_FNCACT_CHARIMAN,2,
TAX_FNCACT_SYSTEM_ADMINISTRATOR,2,
TAX_WORLDLANGUAGES_SAMOE,2,
TAX_RELIGION_FULL_GOSPEL_CHURCH,2,
TAX_WORLDLANGUAGES_IKOKU,2,
TAX_FNCACT_UNDERCOVER_POLICE_OFFICER,2,
TAX_WORLDBIRDS_ROSEATE_SPOONBILL,2,
TAX_RELIGION_CALVINISM,2,
TAX_WORLDLANGUAGES_TEMOQ,2,
TAX_FNCACT_QUEEN_CONSORTS,2,
TAX_DISEASE_PULMONARY_FIBROSIS,2,
TAX_DISEASE_ASTIGMATISM,2,
TAX_RELIGION_CHURCH_OF_IRELAND,2,
TAX_WORLDLANGUAGES_NIBONG,2,
TAX_FNCACT_TEAMSTER,2,
TAX_WORLDLANGUAGES_CHAGATAI,2,
TAX_ETHNICITY_CHAGATAI,2,
TAX_WORLDLANGUAGES_MERIAM,2,
TAX_DISEASE_PANDEMIC_INFLUENZA,2,
TAX_WORLDLANGUAGES_ARAGO,2,
TAX_DISEASE_ADDISON_DISEASE,2,
TAX_FNCACT_WOODWORKERS,2,
TAX_WORLDLANGUAGES_MANOBO,2,
TAX_WORLDLANGUAGES_YAMDENA,2,
TAX_FNCACT_DOCK_WORKER,2,
TAX_WORLDLANGUAGES_BARELI,2,
TAX_FNCACT_SWORDSMITH,2,
NATURAL_DISASTER_DAM_BREAKS,2,
TAX_TERROR_GROUP_TURKESTAN_ISLAMIC_PARTY,2,
TAX_FNCACT_DESK_CLERK,2,
TAX_WORLDFISH_BLUE_SHARKS,2,
TAX_FNCACT_GENEALOGIST,2,
MANMADE_DISASTER_SERVICE_DISRUPTION,2,
TAX_WORLDLANGUAGES_CREOLES,2,
TAX_WORLDLANGUAGES_KATARI,2,
WB_1680_COMMUNITY_BASED_PROGRAMS,2,
TAX_POLITICAL_PARTY_ARAB_SOCIALIST_BAATH_PARTY,2,
TAX_TERROR_GROUP_ARAB_SOCIALIST_BAATH_PARTY,2,
TAX_WORLDFISH_LEMON_SHARKS,2,
TAX_WORLDLANGUAGES_GERS,2,
TAX_FNCACT_WOODCARVER,2,
TAX_TERROR_GROUP_KAYIN_NATIONAL_UNION,2,
TAX_FNCACT_HEART_SURGEON,2,
TAX_WORLDLANGUAGES_KRISTANG,2,
TAX_ETHNICITY_CREOLES,2,
TAX_WORLDLANGUAGES_ANYUAK,2,
ECON_CUTOUTLOOK,2,
TAX_FNCACT_PAPERBOY,2,
TAX_WORLDFISH_BAMBOO_SHARKS,2,
WB_605_WILDLIFE_RESOURCES,2,
WB_1749_MEZZANINE_FUNDS,2,
TAX_FNCACT_TRAINED_WORKERS,2,
TAX_WORLDLANGUAGES_SLAVONIC,2,
HUMAN_RIGHTS_ABUSES_SUMMARILY_KILLED,2,HumanRights
TAX_FNCACT_BARMANS,2,
TAX_DISEASE_LUNG_ABSCESS,2,
TAX_FNCACT_POSTAL_CLERKS,2,
TAX_FNCACT_SHARECROPPER,2,
TAX_WORLDLANGUAGES_AWANA,2,
TAX_RELIGION_ETHIOPIAN_ORTHODOX,2,
TAX_ETHNICITY_HAMERS,2,
TAX_WORLDLANGUAGES_NDEBELE,2,
TAX_ETHNICITY_NDEBELE,2,
TAX_AGRICULHARMINSECTS_MONARCH_BUTTERFLY,2,
TAX_WORLDLANGUAGES_CHAMARS,2,
TAX_WORLDFISH_WHITETIP_REEF_SHARKS,2,
TAX_WORLDBIRDS_ANHINGA,2,
TAX_TERROR_GROUP_ANTIBALAKA_MILITIA,2,
TAX_TERROR_GROUP_ALL_BODO_STUDENTS_UNION,2,
TAX_WORLDLANGUAGES_MUSAR,2,
TAX_FNCACT_EGYPTOLOGIST,2,
TAX_DISEASE_LIVER_CIRRHOSIS,2,
TAX_TERROR_GROUP_TAMIL_YOUTH_ORGANIZATION,2,
TAX_WORLDMAMMALS_SIKA,2,
TAX_DISEASE_TACHYCARDIA,2,
TAX_ETHNICITY_CORSICAN,2,
TAX_FNCACT_JOINERS,2,
TAX_WORLDBIRDS_ARCTIC_LOON,2,
TAX_FNCACT_ARBORIST,2,
NATURAL_DISASTER_DAM_BREAK,2,
TAX_FNCACT_CHIEF_ASSISTANT,2,
TAX_FNCACT_GUVNORS,2,
TAX_WORLDLANGUAGES_EBINA,2,
TAX_WORLDLANGUAGES_KUSUNDA,2,
TAX_WORLDLANGUAGES_QUANG_LAM,2,
TAX_WORLDLANGUAGES_SUMBA,2,
TAX_DISEASE_PARAPLEGIA,2,
TAX_WORLDLANGUAGES_LAKKA,2,
TAX_WORLDMAMMALS_CHIRU,2,
TAX_DISEASE_RICIN,2,
TAX_WORLDFISH_GRUNTS,2,
TAX_WORLDLANGUAGES_BAULS,2,
TAX_FNCACT_HOTEL_DESK_CLERK,2,
TAX_WORLDLANGUAGES_VASAVA,2,
WB_2986_AGRIBUSINESS_MANAGEMENT,2,
TAX_DISEASE_CHRONIC_WASTING_DISEASE,2,
TAX_WORLDLANGUAGES_JINJA,2,
TAX_WORLDLANGUAGES_INNTHA,2,
TAX_WORLDLANGUAGES_SHONG,2,
TAX_WORLDLANGUAGES_CAHUILLA,2,
TAX_RELIGION_AHMADI_MUSLIMS,2,
TAX_WORLDLANGUAGES_MAHALI,2,
TAX_TERROR_GROUP_MOVEMENT_FOR_THE_RESTORATION_OF,2,
TAX_RELIGION_CHURCH_OF_SCOTLAND,2,
TAX_DISEASE_RHEUMATIC_DISEASES,2,
TAX_DISEASE_NEUROFIBROMATOSIS,2,
TAX_AIDGROUPS_FOUNDATION_FOR_HUMAN_RIGHTS,2,HumanRights
TAX_DISEASE_SYNESTHESIA,2,
TAX_WORLDLANGUAGES_SLOVAKIANS,2,
TAX_FNCACT_STABLEBOY,2,
TAX_ETHNICITY_SELEKA,2,
TAX_DISEASE_WASTING_DISEASE,2,
TAX_TERROR_GROUP_SELEKA,2,
TAX_WORLDLANGUAGES_CORSICAN,2,
TAX_DISEASE_RINDERPEST,2,
TAX_WORLDLANGUAGES_TEMUAN,2,
TAX_WORLDLANGUAGES_KHADIA,1,
ECON_WORLDCURRENCIES_NEW_TAIWAN_DOLLAR,1,
TAX_FNCACT_SERF,1,
TAX_WORLDMAMMALS_BOTTLENOSE_DOLPHIN,1,
TAX_WORLDMAMMALS_THICKTHUMBED_MYOTIS,1,
TAX_WORLDLANGUAGES_SAN_CHAY,1,
TAX_TERROR_GROUP_TRIPURA_SENA,1,
TAX_DISEASE_ATTENTION_DEFICIT_DISORDER,1,
TAX_WORLDLANGUAGES_JAMBO,1,
TAX_TERROR_GROUP_TRIPURA_NATIONAL_VOLUNTEERS,1,
TAX_TERROR_GROUP_GURKHA_NATIONAL_LIBERATION_FRONT,1,
TAX_WORLDLANGUAGES_KABYLE,1,
TAX_ETHNICITY_BURYATS,1,
TAX_TERROR_GROUP_ALL_TRIPURA_TIGER_FORCE,1,
WB_993_HEADWORKS,1,
TAX_WORLDLANGUAGES_SHASTAS,1,
TAX_FNCACT_VISCOUNTESS,1,
TAX_FNCACT_TIMEKEEPER,1,
TAX_FNCACT_VOLCANOLOGIST,1,
TAX_AIDGROUPS_SIGHTSAVERS,1,
TAX_WORLDLANGUAGES_GHARIS,1,
TAX_DISEASE_EXSANGUINATION,1,
TAX_FNCACT_OARSMAN,1,
TAX_WORLDLANGUAGES_KHAWAR,1,
TAX_FNCACT_AIDEDE_CAMP,1,
TAX_WORLDLANGUAGES_MADAK,1,
TAX_POLITICAL_PARTY_HERITAGE_PARTY,1,
TAX_ETHNICITY_MUHAJIRS,1,
TAX_DISEASE_HUMAN_METAPNEUMOVIRUS,1,
TAX_FOODSTAPLES_POTATOS,1,
TAX_TERROR_GROUP_VIGOROUS_BURMESE_STUDENT_WARRIORS,1,
TAX_DISEASE_DIABETIC_FOOT,1,
TAX_ETHNICITY_CHOPE,1,
TAX_WORLDLANGUAGES_TAMBUL,1,
TAX_WORLDLANGUAGES_DANGLA,1,
TAX_WORLDLANGUAGES_TONGAS,1,
TAX_WORLDLANGUAGES_BOLANO,1,
TAX_FNCACT_CANVASSER,1,
TAX_WORLDLANGUAGES_BURYATS,1,
TAX_FNCACT_VIZIER,1,
TAX_WORLDLANGUAGES_MANOUCHE,1,
TAX_WORLDFISH_RIBBONFISH,1,
TAX_TERROR_GROUP_AMRA_BANGALI,1,
TAX_WORLDLANGUAGES_YAKUT,1,
TAX_WORLDFISH_PILCHARD,1,
WB_1544_CONSTRUCTION_AND_REHABILITATION_OF_SCHOOLS,1,Schooling
TAX_SPECIAL_ISSUES_AFFORDABLE_HEALTHCARE_ACT,1,
TAX_WORLDLANGUAGES_NABAK,1,
TAX_WORLDFISH_SILVER_DOLLAR,1,
TAX_DISEASE_BLACK_LUNG,1,
TAX_FNCACT_MENTAL_HEALTH_COUNSELOR,1,
TAX_DISEASE_STOMACH_DISORDER,1,
TAX_WORLDLANGUAGES_LANGAM,1,
TAX_WORLDCRUSTACEANS_MANTIS_SHRIMPS,1,
MANMADE_DISASTER_SUSPICIOUS_DEVICE,1,
TAX_DISEASE_VIRAL_FEVER,1,
SOC_JUDICIALCOOP,1,
TAX_FNCACT_COUNCILMEN,1,
TAX_TERROR_GROUP_JAMAAT_AL_MUSLIMEEN,1,
TAX_WORLDLANGUAGES_URIANKHAI,1,
TAX_FNCACT_DOG_CATCHERS,1,
TAX_WORLDLANGUAGES_DAOUSSAK,1,
ECON_WORLDCURRENCIES_CAMBODIAN_RIELS,1,
TAX_FNCACT_MILITARY_CHAPLAIN,1,
TAX_WORLDMAMMALS_PYGMY_SLOW_LORIS,1,
TAX_FNCACT_ECCLESIASTICS,1,
TAX_WORLDFISH_PIKE_CONGER,1,
ECON_WORLDCURRENCIES_SOUTH_AFRICAN_RAND,1,
TAX_WORLDLANGUAGES_SHATT,1,
TAX_WORLDLANGUAGES_LANGI,1,
MANMADE_DISASTER_CHOPPER_CRASH,1,
TAX_FNCACT_HEARING_OFFICER,1,
TAX_WORLDLANGUAGES_MACUA,1,
TAX_DISEASE_WARRELATED_INJURIES,1,
TAX_ETHNICITY_OYDA,1,
TAX_DISEASE_ANALGESIA,1,
TAX_WORLDLANGUAGES_TOKUNOSHIMA,1,
TAX_FNCACT_LAW_CLERK,1,
TAX_FNCACT_CONFESSORS,1,
TAX_DISEASE_MILD_COGNITIVE_IMPAIRMENT,1,
TAX_ETHNICITY_LARIS,1,
TAX_WORLDLANGUAGES_LAO_PHUAN,1,
TAX_WORLDLANGUAGES_THURI,1,
TAX_WORLDLANGUAGES_PAWNEE,1,
TAX_FNCACT_JUSTICES_OF_THE_PEACE,1,
TAX_DISEASE_CHRONIC_BRONCHITIS,1,
TAX_RELIGION_DAOIST,1,
TAX_ETHNICITY_KOMI,1,
TAX_WORLDLANGUAGES_LADAK,1,
TAX_WORLDBIRDS_HERMIT_THRUSH,1,
TAX_WORLDFISH_ALEWIVES,1,
TAX_WORLDLANGUAGES_BURAK,1,
TAX_WORLDFISH_ZEBRA_SHARKS,1,
WB_1849_PUBLIC_CLIMATE_FINANCE,1,
TAX_DISEASE_THRUSH,1,
TAX_RELIGION_SERBIAN_ORTHODOX_CHRISTIAN,1,
TAX_WORLDFISH_CROAKER,1,
TAX_WORLDLANGUAGES_TAMOK,1,
MANMADE_DISASTER_TRAIN_COLLISION,1,
TAX_WORLDMAMMALS_BINTURONG,1,
TAX_FNCACT_TIDDLER,1,
TAX_WORLDLANGUAGES_BONGA,1,
TAX_WORLDLANGUAGES_KAIRI,1,
TAX_TERROR_GROUP_MEHDI_NEMMOUCHE,1,
TAX_WORLDMAMMALS_CHIPMUNK,1,
TAX_DISEASE_ACUTE_RESPIRATORY_FAILURE,1,
TAX_WORLDMAMMALS_DALL_SHEEP,1,
WB_1838_CLIMATE_RISK_SCREENING,1,
TAX_WORLDFISH_NORTHERN_PIKE,1,
TAX_WORLDLANGUAGES_MANJA,1,
TAX_WORLDLANGUAGES_CHUTIYAS,1,
TAX_WORLDFISH_TRIPLETAIL,1,
TAX_WORLDLANGUAGES_VERRE,1,
TAX_WORLDLANGUAGES_ETORO,1,
TAX_WORLDLANGUAGES_KASANGA,1,
TAX_TERROR_GROUP_REVOLUTIONARY_FRONT_FOR_AN_INDEPENDENT,1,
TAX_WORLDLANGUAGES_CHEWA,1,
TAX_TERROR_GROUP_UNITED_LAO_NATIONAL_LIBERATION_FRONT,1,
TAX_WORLDFISH_CODS,1,
TAX_ETHNICITY_CHEWA,1,
TAX_WORLDFISH_SHEEPSHEAD,1,
TAX_WORLDLANGUAGES_SUNGEI,1,
TAX_DISEASE_FOREARM_INJURIES,1,
TAX_WORLDLANGUAGES_ROUMANIAN,1,
TAX_WORLDLANGUAGES_KALYOKENGNYU,1,
TAX_WORLDLANGUAGES_DONGO,1,
TAX_AIDGROUPS_SEVA_FOUNDATION,1,
TAX_WORLDLANGUAGES_RUMANIAN,1,
TAX_WORLDLANGUAGES_KANTANA,1,
TAX_DISEASE_ACUTE_BRONCHITIS,1,
TAX_DISEASE_CONSCIOUSNESS_DISORDERS,1,
TAX_WORLDMAMMALS_DEERS,1,
TAX_WORLDMAMMALS_HIPPOPOTAMUS,1,
TAX_TERROR_GROUP_JUND_AL_AQSA,1,
TAX_TERROR_GROUP_JABHAT_ALNUSRA,1,
TAX_FNCACT_STUNT_DOUBLE,1,
TAX_WORLDMAMMALS_ELD_DEERS,1,
TAX_FNCACT_FLUNKEYS,1,
TAX_WORLDLANGUAGES_QUAPAW,1,
TAX_WORLDMAMMALS_WHITE_RHINOCEROS,1,
TAX_WORLDMAMMALS_SMOOTHCOATED_OTTER,1,
TAX_WORLDLANGUAGES_KARTULI,1,
TAX_DISEASE_BREAKTHROUGH_PAIN,1,
TAX_WORLDLANGUAGES_VARESE,1,
TAX_FNCACT_COWGIRLS,1,
TAX_DISEASE_WRIST_INJURIES,1,
TAX_WORLDLANGUAGES_MEGRULI,1,
TAX_WORLDMAMMALS_GOLDEN_MONKEYS,1,
TAX_DISEASE_JAPANESE_ENCEPHALITIS_VIRUS,1,
TAX_WORLDLANGUAGES_BONGGI,1,
TAX_WORLDLANGUAGES_PARAN,1,
TAX_WORLDLANGUAGES_TENGGER,1,
TAX_DISEASE_STOMACH_FLU,1,
TAX_MILITARY_TITLE_LIEUTENANTCOMMANDER,1,
TAX_WORLDMAMMALS_SLOW_LORISES,1,
TAX_WORLDLANGUAGES_SHILLUK,1,
TAX_ETHNICITY_SHILLUK,1,
TAX_FNCACT_LETTER_CARRIERS,1,
TAX_WORLDFISH_PARORE,1,
TAX_FNCACT_LIEUTENANTCOMMANDER,1,
TAX_FNCACT_BOOKBINDERS,1,
TAX_CHRONICDISEASE_CHRONIC_HEALTH_ISSUES,1,
TAX_DISEASE_FIBROMYALGIA,1,
TAX_PLANTDISEASE_FUNGAL_DISEASES,1,
TAX_WORLDLANGUAGES_KHO_I,1,
TAX_WORLDLANGUAGES_KACHCHA,1,
TAX_TERROR_GROUP_GREEN_BATTALION,1,
WB_3012_PROVISIONING_SERVICES,1,
TAX_FNCACT_DRAFTEE,1,
TAX_FNCACT_CIRCUS_PERFORMER,1,
TAX_WORLDLANGUAGES_TONKO,1,
TAX_DISEASE_TICKBORNE_DISEASES,1,
TAX_WORLDLANGUAGES_WITOTO,1,
TAX_WORLDLANGUAGES_ADARE,1,
TAX_WORLDLANGUAGES_VERON,1,
TAX_FNCACT_BIOENGINEER,1,
TAX_WORLDLANGUAGES_PITJANTJATJARA,1,
TAX_WORLDLANGUAGES_BRONG,1,
TAX_WORLDLANGUAGES_GADDIS,1,
TAX_WORLDLANGUAGES_SABAR,1,
TAX_WORLDMAMMALS_DOMESTIC_CATS,1,
TAX_TERROR_GROUP_JIHAD_MOVEMENT_OF_BANGLADESH,1,
TAX_TERROR_GROUP_RED_ARMY_FACTION,1,
TAX_WORLDLANGUAGES_KHYANG,1,
TAX_FNCACT_HORTICULTURALIST,1,
TAX_DISEASE_PARESIS,1,
TAX_DISEASE_BRONCHOPNEUMONIA,1,
SOC_POINTSOFINTEREST_RECRUITING_CENTER,1,
TAX_WORLDLANGUAGES_PYGMIES,1,
TAX_WORLDLANGUAGES_BELORUSSIAN,1,
TAX_FNCACT_FRY_COOK,1,
TAX_FNCACT_SHOW_GIRLS,1,
TAX_RELIGION_BULGARIAN_ORTHODOX,1,
TAX_ETHNICITY_MANDS,1,
TAX_DISEASE_BONE_NECROSIS,1,
TAX_WORLDLANGUAGES_MANDS,1,
TAX_TERROR_GROUP_AL_QAEDA_IN_THE_ARABIAN,1,
TAX_WORLDLANGUAGES_SANNAS,1,
TAX_FNCACT_BRIDESMAID,1,
TAX_TERROR_GROUP_PROSPEROUS_JUSTICE_PARTY,1,
TAX_FNCACT_LETTER_CARRIER,1,
SOC_POINTSOFINTEREST_ARMED_FORCES_BASES,1,
TAX_WORLDLANGUAGES_SANGAU,1,
TAX_ETHNICITY_NGONI,1,
TAX_WORLDLANGUAGES_NGONI,1,
TAX_DISEASE_CANCER_OF_THE_STOMACH,1,
TAX_FNCACT_SCHOOL_LIBRARIAN,1,Schooling
TAX_WORLDLANGUAGES_PEULH,1,
ECON_DEVELOPMENTORGS_UNITED_NATIONS_INDUSTRIAL_DEVELOPMENT_ORGANISATION,1,
TAX_WORLDLANGUAGES_FAITA,1,
TAX_WORLDFISH_REMORAS,1,
TAX_WORLDFISH_DEVIL_RAYS,1,
TAX_WORLDFISH_GRAY_REEF_SHARK,1,
TAX_WORLDBIRDS_LITTLE_SPOTTED_KIWI,1,
TAX_WORLDBIRDS_BROWN_KIWI,1,
TAX_FNCACT_COWHERDS,1,
TAX_WORLDBIRDS_YELLOWEYED_PENGUINS,1,
TAX_WORLDLANGUAGES_CHASHAN,1,
TAX_WORLDLANGUAGES_TELEGU,1,
TAX_WORLDLANGUAGES_TARAM,1,
TAX_POLITICAL_PARTY_NEW_ZEALAND_LABOUR_PARTY,1,
TAX_RELIGION_PRESBYTERIANISM,1,
TAX_FNCACT_USHERETTE,1,
TAX_FNCACT_YODELER,1,
TAX_RELIGION_PENTECOSTALISM,1,
TAX_WORLDLANGUAGES_BOAZI,1,
TAX_WORLDBIRDS_BLACK_KITE,1,
TAX_TERROR_GROUP_NATIONAL_BOLSHEVIK_PARTY,1,
